imdbId,Imdb Link,Title,IMDB Score,Genre,Poster,row_id,image_path,image_match_source,image_exists
64861,http://www.imdb.com/title/tt64861,This Man Must Die (1969),7.9,Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTQ1NjIyMV5BMl5BanBnXkFtZTYwNDMzNDk5._V1_UY268_CR8,0,182,268_AL_.jpg",6340,cleaned/downloaded_posters/64861.jpg,imdbId,True
780583,http://www.imdb.com/title/tt780583,Flight of the Living Dead (2007),5.2,Action|Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NTgzMzUzMF5BMl5BanBnXkFtZTcwMzI5OTQ1MQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",12808,cleaned/downloaded_posters/780583.jpg,imdbId,True
99753,http://www.imdb.com/title/tt99753,Heaven and Earth (1990),7.1,Action|Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjgzMDE2NTEwMF5BMl5BanBnXkFtZTgwODA0Njk1NzE@._V1_UY268_CR9,0,182,268_AL_.jpg",12996,cleaned/downloaded_posters/99753.jpg,imdbId,True
81114,http://www.imdb.com/title/tt81114,Maniac (1980),6.5,Drama|Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWI3YjZmY2MtZTVlOS00MDc5LThjYjMtZDMwNmZkZjMzOGI0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",4652,cleaned/downloaded_posters/81114.jpg,imdbId,True
91406,http://www.imdb.com/title/tt91406,LiÌÊn liÌÊn fengchÌ©n (1986),7.8,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzgzZmY3OTUtZjJiYS00MTIwLThjOTAtZmYyZGZmZmFhYmE3XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR3,0,182,268_AL_.jpg",13322,cleaned/downloaded_posters/91406.jpg,imdbId,True
83658,http://www.imdb.com/title/tt83658,Blade Runner (1982),8.2,Sci-Fi|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",537,cleaned/downloaded_posters/83658.jpg,imdbId,True
38190,http://www.imdb.com/title/tt38190,A Tree Grows in Brooklyn (1945),8.1,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWY5MWU5YjItYzRkMi00Mzg0LTg5MDktNjExNjcxMTU0YzUzXkEyXkFqcGdeQXVyMzk3NTUwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",8470,cleaned/downloaded_posters/38190.jpg,imdbId,True
119986,http://www.imdb.com/title/tt119986,Reach the Rock (1998),6.8,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NDE5NDEzN15BMl5BanBnXkFtZTcwNTY2NzUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",2230,cleaned/downloaded_posters/119986.jpg,imdbId,True
16640,http://www.imdb.com/title/tt16640,The Bells (1926),6.6,Crime|Drama|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzEzMzk5NzIwOF5BMl5BanBnXkFtZTcwMjAzNjMyMQ@@._V1_UY268_CR9,0,182,268_AL_.jpg",3423,cleaned/downloaded_posters/16640.jpg,imdbId,True
65856,http://www.imdb.com/title/tt65856,House of Dark Shadows (1970),6.6,Drama|Horror|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2I1YWE2MDYtNzE4YS00N2NlLTgzNjgtNWE4ZDI2NTMzYjUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",8694,cleaned/downloaded_posters/65856.jpg,imdbId,True
30386,http://www.imdb.com/title/tt30386,Love Finds Andy Hardy (1938),6.8,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDBkZjdiNzctMTVkOS00ODIzLWJkN2ItM2Y5OTgyZTNjNGJlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",7778,cleaned/downloaded_posters/30386.jpg,imdbId,True
84654,http://www.imdb.com/title/tt84654,Veronika Voss (1982),8.0,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BODEwNTk2OTg0OV5BMl5BanBnXkFtZTgwOTEwMzA2MTE@._V1_UY268_CR3,0,182,268_AL_.jpg",6021,cleaned/downloaded_posters/84654.jpg,imdbId,True
815241,http://www.imdb.com/title/tt815241,Religulous (2008),7.7,Documentary|Comedy|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMDcxMTA3M15BMl5BanBnXkFtZTcwNzk5NzU2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",12615,cleaned/downloaded_posters/815241.jpg,imdbId,True
496319,http://www.imdb.com/title/tt496319,The Hottest State (2006),6.2,Drama|Music|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNDEzNTUyMl5BMl5BanBnXkFtZTcwNTExNTk0MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",12517,cleaned/downloaded_posters/496319.jpg,imdbId,True
466816,http://www.imdb.com/title/tt466816,Hallam Foe (2007),7.0,Drama|Mystery|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NTczMzMyM15BMl5BanBnXkFtZTcwODgwNDQ2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",13100,cleaned/downloaded_posters/466816.jpg,imdbId,True
827713,http://www.imdb.com/title/tt827713,I Always Wanted to Be a Gangster (2007),7.1,Comedy|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BODM3YjA3YmItZGI4Ny00MmZjLTg3ODUtYmI1Y2ZkMGU0ZDMzXkEyXkFqcGdeQXVyNTkwMzI4MTI@._V1_UY268_CR7,0,182,268_AL_.jpg",12586,cleaned/downloaded_posters/827713.jpg,imdbId,True
368975,http://www.imdb.com/title/tt368975,Sleepover (2004),5.3,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4ODg1OTk2MjJeQTJeQWpwZ15BbWU3MDc4MzIyNzQ@._V1_UX182_CR0,0,182,268_AL_.jpg",7951,cleaned/downloaded_posters/368975.jpg,imdbId,True
376568,http://www.imdb.com/title/tt376568,Dependencia sexual (2003),6.1,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BODQwNzc2MDQ5MV5BMl5BanBnXkFtZTcwMDMwMjUyMQ@@._V1_UY268_CR12,0,182,268_AL_.jpg",9565,cleaned/downloaded_posters/376568.jpg,imdbId,True
779982,http://www.imdb.com/title/tt779982,Black Sheep (2006),5.8,Comedy|Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzcwMTA1MjEzMl5BMl5BanBnXkFtZTcwNzE0MzQ0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",12786,cleaned/downloaded_posters/779982.jpg,imdbId,True
58007,http://www.imdb.com/title/tt58007,Devil Doll (1964),3.9,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNjYxNTM0NV5BMl5BanBnXkFtZTcwMTEyMjA0MQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",5272,cleaned/downloaded_posters/58007.jpg,imdbId,True
143746,http://www.imdb.com/title/tt143746,Molly (1999),5.8,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MTUxMjUwNl5BMl5BanBnXkFtZTcwNDczNzA2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2824,cleaned/downloaded_posters/143746.jpg,imdbId,True
85518,http://www.imdb.com/title/tt85518,Faces of Death II (1981),3.3,Documentary|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5ODM5OTk2MF5BMl5BanBnXkFtZTcwODQxMDYyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",5629,cleaned/downloaded_posters/85518.jpg,imdbId,True
120162,http://www.imdb.com/title/tt120162,Somewhere in the City (1998),4.3,Drama|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MzI1NTE1M15BMl5BanBnXkFtZTcwNjQ5NzQyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",2188,cleaned/downloaded_posters/120162.jpg,imdbId,True
499570,http://www.imdb.com/title/tt499570,Slipstream (2007),5.1,Comedy|Drama|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjlmYzBkNTgtMTc3Ny00OGE1LTllN2MtYzRlMzM2NDlhOGRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",12553,cleaned/downloaded_posters/499570.jpg,imdbId,True
88847,http://www.imdb.com/title/tt88847,The Breakfast Club (1985),7.9,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTM5N2ZmZTMtNjlmOS00YzlkLTk3YjEtNTU1ZmQ5OTdhODZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1880,cleaned/downloaded_posters/88847.jpg,imdbId,True
376543,http://www.imdb.com/title/tt376543,Color Me Kubrick (2005),6.2,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzU4NjcxOTAwOV5BMl5BanBnXkFtZTcwNzg4MzQ0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",11169,cleaned/downloaded_posters/376543.jpg,imdbId,True
410764,http://www.imdb.com/title/tt410764,Tideland (2005),6.5,Drama|Fantasy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNDQ0Mjk5N15BMl5BanBnXkFtZTcwNjQzNjczMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",11233,cleaned/downloaded_posters/410764.jpg,imdbId,True
95889,http://www.imdb.com/title/tt95889,Poltergeist III (1988),4.6,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjZjMWMwZTEtZjFjNy00M2Y1LWJmMWYtNjFjZjJiNGNiYzc1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1908,cleaned/downloaded_posters/95889.jpg,imdbId,True
115885,http://www.imdb.com/title/tt115885,Children of the Corn: The Gathering (1996),4.2,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWU1MWU5ZDUtNjJlNS00Y2MwLThmNjAtNTAwNjM1NDAwYTY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1080,cleaned/downloaded_posters/115885.jpg,imdbId,True
59297,http://www.imdb.com/title/tt59297,I Saw What You Did (1965),6.2,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTVmMWJiNjYtZThmZC00YTc2LWJlMTktYTBjYmQ2MGUxNWE3XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UX182_CR0,0,182,268_AL_.jpg",2766,cleaned/downloaded_posters/59297.jpg,imdbId,True
236034,http://www.imdb.com/title/tt236034,Born Romantic (2000),6.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5ODUxMjIzNV5BMl5BanBnXkFtZTcwMDI1MTMyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",4716,cleaned/downloaded_posters/236034.jpg,imdbId,True
266860,http://www.imdb.com/title/tt266860,Pokí©mon 3: The Movie (2000),5.6,Animation|Action|Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjFjZDdkYjEtODkyNi00Y2VkLWE2YzMtNGVjOGI1ODlhN2M0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",4143,cleaned/downloaded_posters/266860.jpg,imdbId,True
5084,http://www.imdb.com/title/tt5084,Children of Eve (1915),6.5,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWY5OTFiM2MtYTgxMy00NDk2LThlNTEtNjhjZjVjNjNjYjcxXkEyXkFqcGdeQXVyNjc5OTQ1MjQ@._V1_UY268_CR87,0,182,268_AL_.jpg",33802,cleaned/downloaded_posters/5084.jpg,imdbId,True
483726,http://www.imdb.com/title/tt483726,Man of the Year (2006),6.2,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NzQxMjk0OV5BMl5BanBnXkFtZTcwMDUyNDgzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",11381,cleaned/downloaded_posters/483726.jpg,imdbId,True
95956,http://www.imdb.com/title/tt95956,Rambo III (1988),5.7,Action|Adventure|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTIwNWJhZDItZmNmOC00M2NkLWIwNDktMTYwZWFlZDVkMmVkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",2315,cleaned/downloaded_posters/95956.jpg,imdbId,True
82764,http://www.imdb.com/title/tt82764,Modern Romance (1981),7.0,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwOTE1ODg0M15BMl5BanBnXkFtZTgwODU2NjAxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",5664,cleaned/downloaded_posters/82764.jpg,imdbId,True
424237,http://www.imdb.com/title/tt424237,Lila dit í_a (2004),7.0,Crime|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NjAzMzQwNF5BMl5BanBnXkFtZTcwNDU4NjIzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",10334,cleaned/downloaded_posters/424237.jpg,imdbId,True
100157,http://www.imdb.com/title/tt100157,Misery (1990),7.8,Crime|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",3405,cleaned/downloaded_posters/100157.jpg,imdbId,True
280491,http://www.imdb.com/title/tt280491,Bloody Sunday (2002),7.7,Drama|History|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMjYwNjY4Ml5BMl5BanBnXkFtZTYwNzMzNjY3._V1_UY268_CR1,0,182,268_AL_.jpg",5527,cleaned/downloaded_posters/280491.jpg,imdbId,True
783238,http://www.imdb.com/title/tt783238,The Dead Girl (2006),6.7,Crime|Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzE4MDYzMzg3MF5BMl5BanBnXkFtZTcwNDU2ODA0MQ@@._V1_UY268_CR9,0,182,268_AL_.jpg",11574,cleaned/downloaded_posters/783238.jpg,imdbId,True
51554,http://www.imdb.com/title/tt51554,Horror of Dracula (1958),7.4,Fantasy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGI5YTA5OTMtNDc1Yy00YTc2LTg2MDUtNjdiYzBkZmZkMzVlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",5544,cleaned/downloaded_posters/51554.jpg,imdbId,True
265662,http://www.imdb.com/title/tt265662,The Rookie (2002),7.0,Drama|Family|Sport,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDYyODhiNmQtYzI2Ni00NDRjLWIwYzYtN2M5MjM4YTYwNzM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",5165,cleaned/downloaded_posters/265662.jpg,imdbId,True
21814,http://www.imdb.com/title/tt21814,Dracula (1931),7.6,Fantasy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWQyOTVhNGYtNDNlZS00MTQwLTg5NTgtNDdiZmI5MzM3OGMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2555,cleaned/downloaded_posters/21814.jpg,imdbId,True
103074,http://www.imdb.com/title/tt103074,Thelma & Louise (1991),7.4,Adventure|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNDgzMDE2MF5BMl5BanBnXkFtZTcwNzY5NTk1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",3325,cleaned/downloaded_posters/103074.jpg,imdbId,True
55998,http://www.imdb.com/title/tt55998,Freud (1962),7.3,Biography|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmYxZDQzYTMtYmZhMi00ZjgwLTkxZDctNWE4OTc5MDc2ZmFlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",7573,cleaned/downloaded_posters/55998.jpg,imdbId,True
239441,http://www.imdb.com/title/tt239441,Gran Paradiso (2000),6.7,Adventure|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMTEzMTk2M15BMl5BanBnXkFtZTcwNzE1NDMyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",12490,cleaned/downloaded_posters/239441.jpg,imdbId,True
355611,http://www.imdb.com/title/tt355611,Jonny Vang (2003),6.3,Comedy|Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMDAyNTQwNF5BMl5BanBnXkFtZTcwMDA1MjA0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",12180,cleaned/downloaded_posters/355611.jpg,imdbId,True
270688,http://www.imdb.com/title/tt270688,Teknolust (2002),5.3,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1ODEyNzY0Ml5BMl5BanBnXkFtZTcwNjExNDAwMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",9319,cleaned/downloaded_posters/270688.jpg,imdbId,True
19451,http://www.imdb.com/title/tt19451,Tempest (1928),6.9,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NjAyNTE5M15BMl5BanBnXkFtZTcwNTUwMzYyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",30013,cleaned/downloaded_posters/19451.jpg,imdbId,True
98546,http://www.imdb.com/title/tt98546,UHF (1989),7.0,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzMjE2NDg5NjZeQTJeQWpwZ15BbWU3MDAzNzI4NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg",4579,cleaned/downloaded_posters/98546.jpg,imdbId,True
995061,http://www.imdb.com/title/tt995061,The Business of Being Born (2008),7.4,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyODY0ODI5MF5BMl5BanBnXkFtZTcwMDc2MTI2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",13172,cleaned/downloaded_posters/995061.jpg,imdbId,True
241223,http://www.imdb.com/title/tt241223,The Bank (2001),6.7,Drama|Romance|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMjU4NTM3Ml5BMl5BanBnXkFtZTcwODU4NDEzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6392,cleaned/downloaded_posters/241223.jpg,imdbId,True
298228,http://www.imdb.com/title/tt298228,Whale Rider (2002),7.6,Drama|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3MzE2OTEwNF5BMl5BanBnXkFtZTcwNTkyMTg4NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",6273,cleaned/downloaded_posters/298228.jpg,imdbId,True
118042,http://www.imdb.com/title/tt118042,Unforgotten: Twenty-Five Years After Willowbrook (1996),6.6,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNjg3Nzk4MV5BMl5BanBnXkFtZTcwMzE0NzU5MQ@@._V1_UY268_CR27,0,182,268_AL_.jpg",1422,cleaned/downloaded_posters/118042.jpg,imdbId,True
341495,http://www.imdb.com/title/tt341495,Naked Weapon (2002),5.6,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1Mjc5OTY3NF5BMl5BanBnXkFtZTcwNzg2MjAzMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",9437,cleaned/downloaded_posters/341495.jpg,imdbId,True
316829,http://www.imdb.com/title/tt316829,The Sea Is Watching (2002),7.1,Romance|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MTk0MzM3N15BMl5BanBnXkFtZTcwMzM1NTQyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",6440,cleaned/downloaded_posters/316829.jpg,imdbId,True
66993,http://www.imdb.com/title/tt66993,The Devils (1971),7.8,Biography|Drama|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzA1NmM3NDktYzRkMi00NjZjLThiNjAtMWM2NjhiY2JlM2NmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",8704,cleaned/downloaded_posters/66993.jpg,imdbId,True
16230,http://www.imdb.com/title/tt16230,The Pleasure Garden (1925),6.0,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTc5MzUzOTAxOV5BMl5BanBnXkFtZTgwNTQ0NzY2MjE@._V1_UY268_CR0,0,182,268_AL_.jpg",2140,cleaned/downloaded_posters/16230.jpg,imdbId,True
118001,http://www.imdb.com/title/tt118001,Two Much (1996),5.4,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BODI2YmUyNDAtMjAyMy00ZjEzLWExMTktZWUyYjMxYWFlODEyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR5,0,182,268_AL_.jpg",612,cleaned/downloaded_posters/118001.jpg,imdbId,True
